booking_id,property_id,booking_date,Month Name,Day Name,weekday,no_guests,room_category,booking_platform,ratings_given,booking_status,Booking status,revenue_generated,revenue_realized,Revenue_lost,Week of Year,No of Days,dim_rooms,property_name,category,city,successful_bookings,capacity,Unsuccessful_bookings
May012219558RT118,19558,28-04-2022,April,Thursday,weeke day,4,RT1,others,3,Checked Out,1,11700,11700,0,18,5,Standard,Atliq Grands,Luxury,Bangalore,25,40,15
May012219558RT119,19558,27-04-2022,April,Wednesday,weeke day,2,RT1,journey,null,Checked Out,1,9750,9750,0,18,2,Standard,Atliq Grands,Luxury,Bangalore,25,40,15
May012219558RT120,19558,26-04-2022,April,Tuesday,weeke day,2,RT1,tripster,null,Cancelled,0,9750,3900,5850,18,5,Standard,Atliq Grands,Luxury,Bangalore,25,40,15
May012219558RT121,19558,27-04-2022,April,Wednesday,weeke day,4,RT1,others,null,Cancelled,0,11700,4680,7020,18,1,Standard,Atliq Grands,Luxury,Bangalore,25,40,15
May012219558RT122,19558,29-04-2022,April,Friday,weeke day,3,RT1,makeyourtrip,null,Checked Out,1,10725,10725,0,18,2,Standard,Atliq Grands,Luxury,Bangalore,25,40,15
May012219558RT123,19558,27-04-2022,April,Wednesday,weeke day,2,RT1,others,null,Cancelled,0,9750,3900,5850,18,6,Standard,Atliq Grands,Luxury,Bangalore,25,40,15
May012219558RT124,19558,26-04-2022,April,Tuesday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,9750,9750,0,18,1,Standard,Atliq Grands,Luxury,Bangalore,25,40,15
May012219558RT125,19558,28-04-2022,April,Thursday,weeke day,2,RT1,others,null,Checked Out,1,9750,9750,0,18,6,Standard,Atliq Grands,Luxury,Bangalore,25,40,15
May012219560RT11,19560,30-04-2022,April,Saturday,weekend day,2,RT1,tripster,5,Checked Out,1,9750,9750,0,18,5,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT12,19560,1/5/2022,May,Sunday,weekend day,1,RT1,others,4,Checked Out,1,9750,9750,0,19,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT13,19560,1/5/2022,May,Sunday,weekend day,1,RT1,journey,5,Checked Out,1,9750,9750,0,19,4,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT14,19560,30-04-2022,April,Saturday,weekend day,1,RT1,makeyourtrip,4,Checked Out,1,9750,9750,0,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT15,19560,1/5/2022,May,Sunday,weekend day,4,RT1,direct online,5,Checked Out,1,11700,11700,0,19,3,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT16,19560,30-04-2022,April,Saturday,weekend day,1,RT1,makeyourtrip,5,Checked Out,1,9750,9750,0,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT17,19560,27-04-2022,April,Wednesday,weeke day,1,RT1,others,null,Cancelled,0,9750,3900,5850,18,4,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT18,19560,30-04-2022,April,Saturday,weekend day,1,RT1,others,5,Checked Out,1,9750,9750,0,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT19,19560,1/5/2022,May,Sunday,weekend day,2,RT1,others,null,Checked Out,1,9750,9750,0,19,4,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT110,19560,1/5/2022,May,Sunday,weekend day,1,RT1,others,null,Checked Out,1,9750,9750,0,19,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT111,19560,1/5/2022,May,Sunday,weekend day,2,RT1,makeyourtrip,4,Checked Out,1,9750,9750,0,19,2,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT112,19560,1/5/2022,May,Sunday,weekend day,3,RT1,others,5,Checked Out,1,10725,10725,0,19,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT113,19560,1/5/2022,May,Sunday,weekend day,1,RT1,makeyourtrip,null,Checked Out,1,9750,9750,0,19,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT114,19560,29-04-2022,April,Friday,weeke day,1,RT1,logtrip,4,Checked Out,1,9750,9750,0,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT115,19560,30-04-2022,April,Saturday,weekend day,2,RT1,makeyourtrip,null,Cancelled,0,9750,3900,5850,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT116,19560,30-04-2022,April,Saturday,weekend day,1,RT1,others,null,No Show,0,9750,9750,0,18,2,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT117,19560,30-04-2022,April,Saturday,weekend day,1,RT1,tripster,5,Checked Out,1,9750,9750,0,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT118,19560,1/5/2022,May,Sunday,weekend day,1,RT1,others,5,Checked Out,1,9750,9750,0,19,3,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT119,19560,1/5/2022,May,Sunday,weekend day,1,RT1,makeyourtrip,null,Checked Out,1,9750,9750,0,19,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT120,19560,30-04-2022,April,Saturday,weekend day,1,RT1,others,null,Checked Out,1,9750,9750,0,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT121,19560,28-04-2022,April,Thursday,weeke day,2,RT1,others,5,Checked Out,1,9750,9750,0,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT122,19560,1/5/2022,May,Sunday,weekend day,2,RT1,others,null,Checked Out,1,9750,9750,0,19,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012219560RT123,19560,30-04-2022,April,Saturday,weekend day,1,RT1,tripster,null,Checked Out,1,9750,9750,0,18,1,Standard,Atliq City,Business,Bangalore,23,26,3
May012217561RT11,17561,29-04-2022,April,Friday,weeke day,2,RT1,others,4,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT12,17561,1/5/2022,May,Sunday,weekend day,2,RT1,makeyourtrip,null,Checked Out,1,11050,11050,0,19,6,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT13,17561,27-04-2022,April,Wednesday,weeke day,3,RT1,others,5,Checked Out,1,12155,12155,0,18,2,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT14,17561,26-04-2022,April,Tuesday,weeke day,2,RT1,journey,4,Checked Out,1,11050,11050,0,18,6,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT15,17561,30-04-2022,April,Saturday,weekend day,3,RT1,journey,null,Cancelled,0,12155,4862,7293,18,6,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT16,17561,28-04-2022,April,Thursday,weeke day,2,RT1,others,5,Checked Out,1,11050,11050,0,18,3,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT17,17561,26-04-2022,April,Tuesday,weeke day,2,RT1,direct online,5,Checked Out,1,11050,11050,0,18,5,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT18,17561,26-04-2022,April,Tuesday,weeke day,1,RT1,makeyourtrip,null,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT19,17561,29-04-2022,April,Friday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,11050,4420,6630,18,1,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT110,17561,29-04-2022,April,Friday,weeke day,2,RT1,logtrip,null,No Show,0,11050,11050,0,18,3,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT111,17561,29-04-2022,April,Friday,weeke day,4,RT1,others,null,Checked Out,1,13260,13260,0,18,2,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT112,17561,28-04-2022,April,Thursday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT113,17561,29-04-2022,April,Friday,weeke day,2,RT1,others,null,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT114,17561,26-04-2022,April,Tuesday,weeke day,2,RT1,direct offline,4,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT115,17561,30-04-2022,April,Saturday,weekend day,2,RT1,direct online,null,Cancelled,0,11050,4420,6630,18,1,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT116,17561,29-04-2022,April,Friday,weeke day,1,RT1,direct offline,5,Checked Out,1,11050,11050,0,18,3,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT117,17561,26-04-2022,April,Tuesday,weeke day,2,RT1,others,null,Checked Out,1,11050,11050,0,18,2,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT118,17561,11/4/2022,April,Monday,weeke day,2,RT1,others,null,Checked Out,1,11050,11050,0,16,2,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT119,17561,1/5/2022,May,Sunday,weekend day,3,RT1,tripster,5,Checked Out,1,12155,12155,0,19,4,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT120,17561,28-04-2022,April,Thursday,weeke day,1,RT1,direct online,null,Cancelled,0,11050,4420,6630,18,1,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT121,17561,29-04-2022,April,Friday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,11050,4420,6630,18,2,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012217561RT122,17561,28-04-2022,April,Thursday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,11050,4420,6630,18,4,Standard,Atliq Blu,Luxury,Mumbai,22,26,4
May012216560RT11,16560,1/5/2022,May,Sunday,weekend day,1,RT1,direct offline,null,Checked Out,1,9100,9100,0,19,2,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT12,16560,30-04-2022,April,Saturday,weekend day,2,RT1,tripster,null,Checked Out,1,9100,9100,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT13,16560,27-04-2022,April,Wednesday,weeke day,1,RT1,journey,3,Checked Out,1,9100,9100,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT14,16560,1/5/2022,May,Sunday,weekend day,1,RT1,logtrip,1,Checked Out,1,9100,9100,0,19,3,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT15,16560,1/5/2022,May,Sunday,weekend day,2,RT1,makeyourtrip,null,Checked Out,1,9100,9100,0,19,2,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT16,16560,28-04-2022,April,Thursday,weeke day,3,RT1,makeyourtrip,null,Checked Out,1,10010,10010,0,18,2,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT17,16560,10/4/2022,April,Sunday,weekend day,1,RT1,others,null,Cancelled,0,9100,3640,5460,16,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT18,16560,30-04-2022,April,Saturday,weekend day,4,RT1,makeyourtrip,null,Checked Out,1,10920,10920,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT19,16560,30-04-2022,April,Saturday,weekend day,1,RT1,others,null,Cancelled,0,9100,3640,5460,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT110,16560,25-04-2022,April,Monday,weeke day,1,RT1,others,2,Checked Out,1,9100,9100,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT111,16560,1/5/2022,May,Sunday,weekend day,1,RT1,others,null,Checked Out,1,9100,9100,0,19,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT112,16560,30-04-2022,April,Saturday,weekend day,2,RT1,journey,3,Checked Out,1,9100,9100,0,18,4,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT113,16560,29-04-2022,April,Friday,weeke day,1,RT1,direct online,3,Checked Out,1,9100,9100,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT114,16560,29-04-2022,April,Friday,weeke day,4,RT1,others,4,Checked Out,1,10920,10920,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT115,16560,24-04-2022,April,Sunday,weekend day,3,RT1,others,null,Checked Out,1,10010,10010,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT116,16560,27-04-2022,April,Wednesday,weeke day,1,RT1,makeyourtrip,null,Cancelled,0,9100,3640,5460,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT117,16560,10/4/2022,April,Sunday,weekend day,1,RT1,others,5,Checked Out,1,9100,9100,0,16,2,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT118,16560,30-04-2022,April,Saturday,weekend day,1,RT1,direct offline,null,Checked Out,1,9100,9100,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT119,16560,30-04-2022,April,Saturday,weekend day,3,RT1,others,null,Checked Out,1,10010,10010,0,18,2,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT120,16560,28-04-2022,April,Thursday,weeke day,3,RT1,makeyourtrip,null,Cancelled,0,10010,4004,6006,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT121,16560,26-04-2022,April,Tuesday,weeke day,1,RT1,direct online,null,Checked Out,1,9100,9100,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT122,16560,1/5/2022,May,Sunday,weekend day,4,RT1,others,null,Checked Out,1,10920,10920,0,19,3,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT123,16560,25-04-2022,April,Monday,weeke day,1,RT1,direct online,null,Checked Out,1,9100,9100,0,18,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216560RT124,16560,1/5/2022,May,Sunday,weekend day,1,RT1,direct online,4,Checked Out,1,9100,9100,0,19,1,Standard,Atliq City,Business,Delhi,24,34,10
May012216561RT11,16561,7/4/2022,April,Thursday,weeke day,2,RT1,tripster,null,Checked Out,1,9100,9100,0,15,2,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT12,16561,27-04-2022,April,Wednesday,weeke day,1,RT1,logtrip,5,Checked Out,1,9100,9100,0,18,2,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT13,16561,27-04-2022,April,Wednesday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,9100,9100,0,18,1,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT14,16561,1/5/2022,May,Sunday,weekend day,2,RT1,others,null,Checked Out,1,9100,9100,0,19,1,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT15,16561,27-04-2022,April,Wednesday,weeke day,3,RT1,tripster,null,Checked Out,1,10010,10010,0,18,3,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT16,16561,27-04-2022,April,Wednesday,weeke day,1,RT1,direct online,null,Checked Out,1,9100,9100,0,18,2,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT17,16561,30-04-2022,April,Saturday,weekend day,3,RT1,logtrip,null,Checked Out,1,10010,10010,0,18,1,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT18,16561,11/4/2022,April,Monday,weeke day,2,RT1,others,null,Checked Out,1,9100,9100,0,16,1,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT19,16561,27-04-2022,April,Wednesday,weeke day,4,RT1,others,null,Checked Out,1,10920,10920,0,18,2,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT110,16561,11/4/2022,April,Monday,weeke day,1,RT1,others,null,Checked Out,1,9100,9100,0,16,2,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT111,16561,29-04-2022,April,Friday,weeke day,2,RT1,tripster,null,Cancelled,0,9100,3640,5460,18,5,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT112,16561,27-04-2022,April,Wednesday,weeke day,3,RT1,logtrip,5,Checked Out,1,10010,10010,0,18,4,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT113,16561,26-04-2022,April,Tuesday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,9100,3640,5460,18,1,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT114,16561,27-04-2022,April,Wednesday,weeke day,2,RT1,logtrip,5,Checked Out,1,9100,9100,0,18,2,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT115,16561,25-04-2022,April,Monday,weeke day,1,RT1,others,4,Checked Out,1,9100,9100,0,18,5,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216561RT116,16561,28-04-2022,April,Thursday,weeke day,3,RT1,makeyourtrip,null,Checked Out,1,10010,10010,0,18,1,Standard,Atliq Blu,Luxury,Delhi,16,18,2
May012216562RT11,16562,24-04-2022,April,Sunday,weekend day,2,RT1,tripster,null,Cancelled,0,9100,3640,5460,18,4,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT12,16562,27-04-2022,April,Wednesday,weeke day,2,RT1,others,3,Checked Out,1,9100,9100,0,18,1,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT13,16562,26-04-2022,April,Tuesday,weeke day,2,RT1,logtrip,3,Checked Out,1,9100,9100,0,18,5,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT14,16562,28-04-2022,April,Thursday,weeke day,3,RT1,makeyourtrip,null,Checked Out,1,10010,10010,0,18,4,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT15,16562,29-04-2022,April,Friday,weeke day,3,RT1,journey,null,Checked Out,1,10010,10010,0,18,1,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT16,16562,27-04-2022,April,Wednesday,weeke day,2,RT1,makeyourtrip,null,No Show,0,9100,9100,0,18,5,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT17,16562,27-04-2022,April,Wednesday,weeke day,2,RT1,makeyourtrip,null,Checked Out,1,9100,9100,0,18,6,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT18,16562,27-04-2022,April,Wednesday,weeke day,2,RT1,others,null,Cancelled,0,9100,3640,5460,18,4,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT19,16562,11/4/2022,April,Monday,weeke day,2,RT1,direct offline,3,Checked Out,1,9100,9100,0,16,2,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT110,16562,28-04-2022,April,Thursday,weeke day,2,RT1,direct online,3,Checked Out,1,9100,9100,0,18,1,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT111,16562,28-04-2022,April,Thursday,weeke day,2,RT1,logtrip,null,Cancelled,0,9100,3640,5460,18,2,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT112,16562,29-04-2022,April,Friday,weeke day,2,RT1,makeyourtrip,null,Cancelled,0,9100,3640,5460,18,2,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT113,16562,29-04-2022,April,Friday,weeke day,2,RT1,others,5,Checked Out,1,9100,9100,0,18,3,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT114,16562,10/4/2022,April,Sunday,weekend day,3,RT1,makeyourtrip,null,Cancelled,0,10010,4004,6006,16,3,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT115,16562,29-04-2022,April,Friday,weeke day,4,RT1,tripster,2,Checked Out,1,10920,10920,0,18,1,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT116,16562,30-04-2022,April,Saturday,weekend day,2,RT1,others,3,Checked Out,1,9100,9100,0,18,1,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT117,16562,28-04-2022,April,Thursday,weeke day,2,RT1,others,null,Checked Out,1,9100,9100,0,18,1,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT118,16562,1/5/2022,May,Sunday,weekend day,3,RT1,tripster,null,Cancelled,0,10010,4004,6006,19,5,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT119,16562,26-04-2022,April,Tuesday,weeke day,3,RT1,others,3,Checked Out,1,10010,10010,0,18,3,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216562RT120,16562,29-04-2022,April,Friday,weeke day,3,RT1,others,1,Checked Out,1,10010,10010,0,18,5,Standard,Atliq Bay,Luxury,Delhi,20,31,11
May012216563RT11,16563,30-04-2022,April,Saturday,weekend day,1,RT1,others,null,Cancelled,0,9100,3640,5460,18,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT12,16563,27-04-2022,April,Wednesday,weeke day,2,RT1,tripster,3,Checked Out,1,9100,9100,0,18,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT13,16563,30-04-2022,April,Saturday,weekend day,3,RT1,others,4,Checked Out,1,10010,10010,0,18,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT14,16563,28-04-2022,April,Thursday,weeke day,1,RT1,makeyourtrip,5,Checked Out,1,9100,9100,0,18,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT15,16563,30-04-2022,April,Saturday,weekend day,1,RT1,others,null,Checked Out,1,9100,9100,0,18,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT16,16563,28-04-2022,April,Thursday,weeke day,1,RT1,direct offline,null,Cancelled,0,9100,3640,5460,18,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT17,16563,1/5/2022,May,Sunday,weekend day,1,RT1,others,4,Checked Out,1,9100,9100,0,19,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT18,16563,28-04-2022,April,Thursday,weeke day,1,RT1,makeyourtrip,5,Checked Out,1,9100,9100,0,18,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT19,16563,1/5/2022,May,Sunday,weekend day,1,RT1,direct online,null,Cancelled,0,9100,3640,5460,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT110,16563,25-04-2022,April,Monday,weeke day,1,RT1,logtrip,null,Cancelled,0,9100,3640,5460,18,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT111,16563,1/5/2022,May,Sunday,weekend day,2,RT1,others,null,Checked Out,1,9100,9100,0,19,4,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT112,16563,1/5/2022,May,Sunday,weekend day,3,RT1,direct online,null,Checked Out,1,10010,10010,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT113,16563,1/5/2022,May,Sunday,weekend day,4,RT1,makeyourtrip,null,Checked Out,1,10920,10920,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT114,16563,1/5/2022,May,Sunday,weekend day,4,RT1,makeyourtrip,5,Checked Out,1,10920,10920,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT115,16563,1/5/2022,May,Sunday,weekend day,1,RT1,others,5,Checked Out,1,9100,9100,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT116,16563,1/5/2022,May,Sunday,weekend day,1,RT1,logtrip,null,No Show,0,9100,9100,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT117,16563,26-04-2022,April,Tuesday,weeke day,1,RT1,others,1,Checked Out,1,9100,9100,0,18,4,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT118,16563,30-04-2022,April,Saturday,weekend day,4,RT1,direct online,5,Checked Out,1,10920,10920,0,18,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT119,16563,30-04-2022,April,Saturday,weekend day,1,RT1,makeyourtrip,5,Checked Out,1,9100,9100,0,18,3,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT120,16563,11/4/2022,April,Monday,weeke day,1,RT1,journey,null,Cancelled,0,9100,3640,5460,16,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT121,16563,1/5/2022,May,Sunday,weekend day,1,RT1,others,null,Checked Out,1,9100,9100,0,19,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT122,16563,28-04-2022,April,Thursday,weeke day,1,RT1,logtrip,5,Checked Out,1,9100,9100,0,18,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT123,16563,25-04-2022,April,Monday,weeke day,1,RT1,others,null,Checked Out,1,9100,9100,0,18,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT124,16563,7/4/2022,April,Thursday,weeke day,2,RT1,others,null,Checked Out,1,9100,9100,0,15,3,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT125,16563,1/5/2022,May,Sunday,weekend day,1,RT1,others,4,Checked Out,1,9100,9100,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT126,16563,1/5/2022,May,Sunday,weekend day,1,RT1,others,4,Checked Out,1,9100,9100,0,19,4,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT127,16563,1/5/2022,May,Sunday,weekend day,1,RT1,others,null,Checked Out,1,9100,9100,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT128,16563,29-04-2022,April,Friday,weeke day,1,RT1,others,1,Checked Out,1,9100,9100,0,18,4,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT129,16563,30-04-2022,April,Saturday,weekend day,1,RT1,direct offline,null,Cancelled,0,9100,3640,5460,18,3,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT130,16563,1/5/2022,May,Sunday,weekend day,1,RT1,tripster,4,Checked Out,1,9100,9100,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT131,16563,30-04-2022,April,Saturday,weekend day,4,RT1,others,null,Checked Out,1,10920,10920,0,18,5,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT132,16563,1/5/2022,May,Sunday,weekend day,1,RT1,others,5,Checked Out,1,9100,9100,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT133,16563,1/5/2022,May,Sunday,weekend day,1,RT1,makeyourtrip,null,Cancelled,0,9100,3640,5460,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT134,16563,30-04-2022,April,Saturday,weekend day,1,RT1,logtrip,5,Checked Out,1,9100,9100,0,18,2,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT135,16563,1/5/2022,May,Sunday,weekend day,2,RT1,others,null,Checked Out,1,9100,9100,0,19,1,Standard,Atliq Palace,Business,Delhi,36,41,5
May012216563RT136,16563,28-04-2022,April,Thursday,weeke day,1,RT1,tripster,5,Checked Out,1,9100,9100,0,18,3,Standard,Atliq Palace,Business,Delhi,36,41,5
May012217559RT11,17559,26-04-2022,April,Tuesday,weeke day,1,RT1,journey,null,Checked Out,1,11050,11050,0,18,4,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT12,17559,27-04-2022,April,Wednesday,weeke day,4,RT1,others,3,Checked Out,1,13260,13260,0,18,3,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT13,17559,25-04-2022,April,Monday,weeke day,1,RT1,logtrip,5,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT14,17559,29-04-2022,April,Friday,weeke day,2,RT1,makeyourtrip,null,No Show,0,11050,11050,0,18,2,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT15,17559,29-04-2022,April,Friday,weeke day,1,RT1,tripster,null,Checked Out,1,11050,11050,0,18,5,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
May012217559RT16,17559,27-04-2022,April,Wednesday,weeke day,2,RT1,logtrip,4,Checked Out,1,11050,11050,0,18,1,Standard,Atliq Exotica,Luxury,Mumbai,26,32,6
